nan;X;Y;X;Y;Puestos equivalentes;nan;100.0
Calle 4594;25;43;25;44;26;nan;nan
Calle 4595;25;44;25;45;26;nan;nan
Calle 4596;25;45;25;46;26;nan;nan
Calle 4597;25;46;25;47;26;nan;nan
Calle 4598;25;47;25;48;26;nan;nan
Calle 4599;25;48;25;49;26;nan;nan
Calle 4600;25;49;25;50;26;nan;nan
Calle 4601;25;50;25;51;26;nan;nan
Calle 4602;25;51;25;52;26;nan;nan
Calle 4603;25;52;25;53;26;nan;nan
Calle 4604;25;53;25;54;26;nan;nan
Calle 4605;25;54;25;55;26;nan;nan
Calle 4606;25;55;25;56;26;nan;nan
Calle 4607;25;56;25;57;26;nan;nan
Calle 4608;25;57;25;58;26;nan;nan
Calle 4609;25;58;25;59;26;nan;nan
Calle 4610;25;59;25;60;26;nan;nan
Calle 4611;26;0;26;1;26;nan;nan
Calle 4612;26;1;26;2;26;nan;nan
Calle 4613;26;2;26;3;26;nan;nan
Calle 4614;26;3;26;4;26;nan;nan
Calle 4615;26;4;26;5;26;nan;nan
Calle 4616;26;5;26;6;26;nan;nan
Calle 4617;26;6;26;7;26;nan;nan
Calle 4618;26;7;26;8;26;nan;nan
Calle 4619;26;8;26;9;26;nan;nan
Calle 4620;26;9;26;10;26;nan;nan
Calle 4621;26;10;26;11;26;nan;nan
Calle 4622;26;11;26;12;26;nan;nan
Calle 4623;26;12;26;13;26;nan;nan
Calle 4624;26;13;26;14;26;nan;nan
Calle 4625;26;14;26;15;26;nan;nan
Calle 4626;26;15;26;16;26;nan;nan
Calle 4627;26;16;26;17;26;nan;nan
Calle 4628;26;17;26;18;26;nan;nan
Calle 4629;26;18;26;19;26;nan;nan
Calle 4630;26;19;26;20;26;nan;nan
Calle 4631;26;20;26;21;26;nan;nan
Calle 4632;26;21;26;22;26;nan;nan
Calle 4633;26;22;26;23;26;nan;nan
Calle 4634;26;23;26;24;26;nan;nan
Calle 4635;26;24;26;25;26;nan;nan
Calle 4636;26;25;26;26;26;nan;nan
Calle 4637;26;26;26;27;26;nan;nan
Calle 4638;26;27;26;28;26;nan;nan
Calle 4639;26;28;26;29;26;nan;nan
Calle 4640;26;29;26;30;26;nan;nan
Calle 4641;26;30;26;31;26;nan;nan
Calle 4642;26;31;26;32;26;nan;nan
Calle 4643;26;32;26;33;26;nan;nan
Calle 4644;26;33;26;34;26;nan;nan
Calle 4645;26;34;26;35;26;nan;nan
Calle 4646;26;35;26;36;26;nan;nan
Calle 4647;26;36;26;37;26;nan;nan
Calle 4648;26;37;26;38;26;nan;nan
Calle 4649;26;38;26;39;26;nan;nan
Calle 4650;26;39;26;40;26;nan;nan
Calle 4651;26;40;26;41;26;nan;nan
Calle 4652;26;41;26;42;26;nan;nan
Calle 4653;26;42;26;43;26;nan;nan
Calle 4654;26;43;26;44;26;nan;nan
Calle 4655;26;44;26;45;26;nan;nan
Calle 4656;26;45;26;46;26;nan;nan
Calle 4657;26;46;26;47;26;nan;nan
Calle 4658;26;47;26;48;26;nan;nan
Calle 4659;26;48;26;49;26;nan;nan
Calle 4660;26;49;26;50;26;nan;nan
Calle 4661;26;50;26;51;26;nan;nan
Calle 4662;26;51;26;52;26;nan;nan
Calle 4663;26;52;26;53;26;nan;nan
Calle 4664;26;53;26;54;26;nan;nan
Calle 4665;26;54;26;55;26;nan;nan
Calle 4666;26;55;26;56;26;nan;nan
Calle 4667;26;56;26;57;26;nan;nan
Calle 4668;26;57;26;58;26;nan;nan
Calle 4669;26;58;26;59;26;nan;nan
Calle 4670;26;59;26;60;26;nan;nan
Calle 4671;27;0;27;1;26;nan;nan
Calle 4672;27;1;27;2;26;nan;nan
Calle 4673;27;2;27;3;26;nan;nan
Calle 4674;27;3;27;4;26;nan;nan
Calle 4675;27;4;27;5;26;nan;nan
Calle 4676;27;5;27;6;26;nan;nan
Calle 4677;27;6;27;7;26;nan;nan
Calle 4678;27;7;27;8;26;nan;nan
Calle 4679;27;8;27;9;26;nan;nan
Calle 4680;27;9;27;10;26;nan;nan
Calle 4681;27;10;27;11;26;nan;nan
Calle 4682;27;11;27;12;26;nan;nan
Calle 4683;27;12;27;13;26;nan;nan
Calle 4684;27;13;27;14;26;nan;nan
Calle 4685;27;14;27;15;26;nan;nan
Calle 4686;27;15;27;16;26;nan;nan
Calle 4687;27;16;27;17;26;nan;nan
Calle 4688;27;17;27;18;26;nan;nan
Calle 4689;27;18;27;19;26;nan;nan
Calle 4690;27;19;27;20;26;nan;nan
Calle 4691;27;20;27;21;26;nan;nan
Calle 4692;27;21;27;22;26;nan;nan
Calle 4693;27;22;27;23;26;nan;nan
Calle 4694;27;23;27;24;26;nan;nan
Calle 4695;27;24;27;25;26;nan;nan
Calle 4696;27;25;27;26;26;nan;nan
Calle 4697;27;26;27;27;26;nan;nan
Calle 4698;27;27;27;28;26;nan;nan
Calle 4699;27;28;27;29;26;nan;nan
Calle 4700;27;29;27;30;26;nan;nan
Calle 4701;27;30;27;31;26;nan;nan
Calle 4702;27;31;27;32;26;nan;nan
Calle 4703;27;32;27;33;26;nan;nan
Calle 4704;27;33;27;34;26;nan;nan
Calle 4705;27;34;27;35;26;nan;nan
Calle 4706;27;35;27;36;26;nan;nan
Calle 4707;27;36;27;37;26;nan;nan
Calle 4708;27;37;27;38;26;nan;nan
Calle 4709;27;38;27;39;26;nan;nan
Calle 4710;27;39;27;40;26;nan;nan
Calle 4711;27;40;27;41;26;nan;nan
Calle 4712;27;41;27;42;26;nan;nan
Calle 4713;27;42;27;43;26;nan;nan
Calle 4714;27;43;27;44;26;nan;nan
Calle 4715;27;44;27;45;26;nan;nan
Calle 4716;27;45;27;46;26;nan;nan
Calle 4717;27;46;27;47;26;nan;nan
Calle 4718;27;47;27;48;26;nan;nan
Calle 4719;27;48;27;49;26;nan;nan
Calle 4720;27;49;27;50;26;nan;nan
Calle 4721;27;50;27;51;26;nan;nan
Calle 4722;27;51;27;52;26;nan;nan
Calle 4723;27;52;27;53;26;nan;nan
Calle 4724;27;53;27;54;26;nan;nan
Calle 4725;27;54;27;55;26;nan;nan
Calle 4726;27;55;27;56;26;nan;nan
Calle 4727;27;56;27;57;26;nan;nan
Calle 4728;27;57;27;58;26;nan;nan
Calle 4729;27;58;27;59;26;nan;nan
Calle 4730;27;59;27;60;26;nan;nan
Calle 4731;28;0;28;1;26;nan;nan
Calle 4732;28;1;28;2;26;nan;nan
Calle 4733;28;2;28;3;26;nan;nan
Calle 4734;28;3;28;4;26;nan;nan
Calle 4735;28;4;28;5;26;nan;nan
Calle 4736;28;5;28;6;26;nan;nan
Calle 4737;28;6;28;7;26;nan;nan
Calle 4738;28;7;28;8;26;nan;nan
Calle 4739;28;8;28;9;26;nan;nan
Calle 4740;28;9;28;10;26;nan;nan
Calle 4741;28;10;28;11;26;nan;nan
Calle 4742;28;11;28;12;26;nan;nan
Calle 4743;28;12;28;13;26;nan;nan
Calle 4744;28;13;28;14;26;nan;nan
Calle 4745;28;14;28;15;26;nan;nan
Calle 4746;28;15;28;16;26;nan;nan
Calle 4747;28;16;28;17;26;nan;nan
Calle 4748;28;17;28;18;26;nan;nan
Calle 4749;28;18;28;19;26;nan;nan
Calle 4750;28;19;28;20;26;nan;nan
Calle 4751;28;20;28;21;26;nan;nan
Calle 4752;28;21;28;22;26;nan;nan
Calle 4753;28;22;28;23;26;nan;nan
Calle 4754;28;23;28;24;26;nan;nan
Calle 4755;28;24;28;25;26;nan;nan
Calle 4756;28;25;28;26;26;nan;nan
Calle 4757;28;26;28;27;26;nan;nan
Calle 4758;28;27;28;28;26;nan;nan
Calle 4759;28;28;28;29;26;nan;nan
Calle 4760;28;29;28;30;26;nan;nan
Calle 4761;28;30;28;31;26;nan;nan
Calle 4762;28;31;28;32;26;nan;nan
Calle 4763;28;32;28;33;26;nan;nan
Calle 4764;28;33;28;34;26;nan;nan
Calle 4765;28;34;28;35;26;nan;nan
Calle 4766;28;35;28;36;26;nan;nan
Calle 4767;28;36;28;37;26;nan;nan
Calle 4768;28;37;28;38;26;nan;nan
Calle 4769;28;38;28;39;26;nan;nan
Calle 4770;28;39;28;40;26;nan;nan
Calle 4771;28;40;28;41;26;nan;nan
Calle 4772;28;41;28;42;26;nan;nan
Calle 4773;28;42;28;43;26;nan;nan
Calle 4774;28;43;28;44;26;nan;nan
Calle 4775;28;44;28;45;26;nan;nan
Calle 4776;28;45;28;46;26;nan;nan
Calle 4777;28;46;28;47;26;nan;nan
Calle 4778;28;47;28;48;26;nan;nan
Calle 4779;28;48;28;49;26;nan;nan
Calle 4780;28;49;28;50;26;nan;nan
Calle 4781;28;50;28;51;26;nan;nan
Calle 4782;28;51;28;52;26;nan;nan
Calle 4783;28;52;28;53;26;nan;nan
Calle 4784;28;53;28;54;26;nan;nan
Calle 4785;28;54;28;55;26;nan;nan
Calle 4786;28;55;28;56;26;nan;nan
Calle 4787;28;56;28;57;26;nan;nan
Calle 4788;28;57;28;58;26;nan;nan
Calle 4789;28;58;28;59;26;nan;nan
Calle 4790;28;59;28;60;26;nan;nan
Calle 4791;29;0;29;1;26;nan;nan
Calle 4792;29;1;29;2;26;nan;nan
Calle 4793;29;2;29;3;26;nan;nan
Calle 4794;29;3;29;4;26;nan;nan
Calle 4795;29;4;29;5;26;nan;nan
Calle 4796;29;5;29;6;26;nan;nan
Calle 4797;29;6;29;7;26;nan;nan
Calle 4798;29;7;29;8;26;nan;nan
Calle 4799;29;8;29;9;26;nan;nan
Calle 4800;29;9;29;10;26;nan;nan
Calle 4801;29;10;29;11;26;nan;nan
Calle 4802;29;11;29;12;26;nan;nan
Calle 4803;29;12;29;13;26;nan;nan
Calle 4804;29;13;29;14;26;nan;nan
Calle 4805;29;14;29;15;26;nan;nan
Calle 4806;29;15;29;16;26;nan;nan
Calle 4807;29;16;29;17;26;nan;nan
Calle 4808;29;17;29;18;26;nan;nan
Calle 4809;29;18;29;19;26;nan;nan
Calle 4810;29;19;29;20;26;nan;nan
Calle 4811;29;20;29;21;26;nan;nan
Calle 4812;29;21;29;22;26;nan;nan
Calle 4813;29;22;29;23;26;nan;nan
Calle 4814;29;23;29;24;26;nan;nan
Calle 4815;29;24;29;25;26;nan;nan
Calle 4816;29;25;29;26;26;nan;nan
Calle 4817;29;26;29;27;26;nan;nan
Calle 4818;29;27;29;28;26;nan;nan
Calle 4819;29;28;29;29;26;nan;nan
Calle 4820;29;29;29;30;26;nan;nan
Calle 4821;29;30;29;31;26;nan;nan
Calle 4822;29;31;29;32;26;nan;nan
Calle 4823;29;32;29;33;26;nan;nan
Calle 4824;29;33;29;34;26;nan;nan
Calle 4825;29;34;29;35;26;nan;nan
Calle 4826;29;35;29;36;26;nan;nan
Calle 4827;29;36;29;37;26;nan;nan
Calle 4828;29;37;29;38;26;nan;nan
Calle 4829;29;38;29;39;26;nan;nan
Calle 4830;29;39;29;40;26;nan;nan
Calle 4831;29;40;29;41;26;nan;nan
Calle 4832;29;41;29;42;26;nan;nan
Calle 4833;29;42;29;43;26;nan;nan
Calle 4834;29;43;29;44;26;nan;nan
Calle 4835;29;44;29;45;26;nan;nan
Calle 4836;29;45;29;46;26;nan;nan
Calle 4837;29;46;29;47;26;nan;nan
Calle 4838;29;47;29;48;26;nan;nan
Calle 4839;29;48;29;49;26;nan;nan
Calle 4840;29;49;29;50;26;nan;nan
Calle 4841;29;50;29;51;26;nan;nan
Calle 4842;29;51;29;52;26;nan;nan
Calle 4843;29;52;29;53;26;nan;nan
Calle 4844;29;53;29;54;26;nan;nan
Calle 4845;29;54;29;55;26;nan;nan
Calle 4846;29;55;29;56;26;nan;nan
Calle 4847;29;56;29;57;26;nan;nan
Calle 4848;29;57;29;58;26;nan;nan
Calle 4849;29;58;29;59;26;nan;nan
Calle 4850;29;59;29;60;26;nan;nan
Calle 4851;30;0;30;1;26;nan;nan
Calle 4852;30;1;30;2;26;nan;nan
Calle 4853;30;2;30;3;26;nan;nan
Calle 4854;30;3;30;4;26;nan;nan
Calle 4855;30;4;30;5;26;nan;nan
Calle 4856;30;5;30;6;26;nan;nan
Calle 4857;30;6;30;7;26;nan;nan
Calle 4858;30;7;30;8;26;nan;nan
Calle 4859;30;8;30;9;26;nan;nan
Calle 4860;30;9;30;10;26;nan;nan
Calle 4861;30;10;30;11;26;nan;nan
Calle 4862;30;11;30;12;26;nan;nan
Calle 4863;30;12;30;13;26;nan;nan
Calle 4864;30;13;30;14;26;nan;nan
Calle 4865;30;14;30;15;26;nan;nan
Calle 4866;30;15;30;16;26;nan;nan
Calle 4867;30;16;30;17;26;nan;nan
Calle 4868;30;17;30;18;26;nan;nan
Calle 4869;30;18;30;19;26;nan;nan
Calle 4870;30;19;30;20;26;nan;nan
Calle 4871;30;20;30;21;26;nan;nan
Calle 4872;30;21;30;22;26;nan;nan
Calle 4873;30;22;30;23;26;nan;nan
Calle 4874;30;23;30;24;26;nan;nan
Calle 4875;30;24;30;25;26;nan;nan
Calle 4876;30;25;30;26;26;nan;nan
Calle 4877;30;26;30;27;26;nan;nan
Calle 4878;30;27;30;28;26;nan;nan
Calle 4879;30;28;30;29;26;nan;nan
Calle 4880;30;29;30;30;26;nan;nan
Calle 4881;30;30;30;31;26;nan;nan
Calle 4882;30;31;30;32;26;nan;nan
Calle 4883;30;32;30;33;26;nan;nan
Calle 4884;30;33;30;34;26;nan;nan
Calle 4885;30;34;30;35;26;nan;nan
Calle 4886;30;35;30;36;26;nan;nan
Calle 4887;30;36;30;37;26;nan;nan
Calle 4888;30;37;30;38;26;nan;nan
Calle 4889;30;38;30;39;26;nan;nan
Calle 4890;30;39;30;40;26;nan;nan
Calle 4891;30;40;30;41;26;nan;nan
Calle 4892;30;41;30;42;26;nan;nan
Calle 4893;30;42;30;43;26;nan;nan
Calle 4894;30;43;30;44;26;nan;nan
Calle 4895;30;44;30;45;26;nan;nan
Calle 4896;30;45;30;46;26;nan;nan
Calle 4897;30;46;30;47;26;nan;nan
Calle 4898;30;47;30;48;26;nan;nan
Calle 4899;30;48;30;49;26;nan;nan
Calle 4900;30;49;30;50;26;nan;nan
Calle 4901;30;50;30;51;26;nan;nan
Calle 4902;30;51;30;52;26;nan;nan
Calle 4903;30;52;30;53;26;nan;nan
Calle 4904;30;53;30;54;26;nan;nan
Calle 4905;30;54;30;55;26;nan;nan
Calle 4906;30;55;30;56;26;nan;nan
Calle 4907;30;56;30;57;26;nan;nan
Calle 4908;30;57;30;58;26;nan;nan
Calle 4909;30;58;30;59;26;nan;nan
Calle 4910;30;59;30;60;26;nan;nan
Calle 4911;31;0;31;1;26;nan;nan
Calle 4912;31;1;31;2;26;nan;nan
Calle 4913;31;2;31;3;26;nan;nan
Calle 4914;31;3;31;4;26;nan;nan
Calle 4915;31;4;31;5;26;nan;nan
Calle 4916;31;5;31;6;26;nan;nan
Calle 4917;31;6;31;7;26;nan;nan
Calle 4918;31;7;31;8;26;nan;nan
Calle 4919;31;8;31;9;26;nan;nan
Calle 4920;31;9;31;10;26;nan;nan
Calle 4921;31;10;31;11;26;nan;nan
Calle 4922;31;11;31;12;26;nan;nan
Calle 4923;31;12;31;13;26;nan;nan
Calle 4924;31;13;31;14;26;nan;nan
Calle 4925;31;14;31;15;26;nan;nan
Calle 4926;31;15;31;16;26;nan;nan
Calle 4927;31;16;31;17;26;nan;nan
Calle 4928;31;17;31;18;26;nan;nan
Calle 4929;31;18;31;19;26;nan;nan
Calle 4930;31;19;31;20;26;nan;nan
Calle 4931;31;20;31;21;26;nan;nan
Calle 4932;31;21;31;22;26;nan;nan
Calle 4933;31;22;31;23;26;nan;nan
Calle 4934;31;23;31;24;26;nan;nan
Calle 4935;31;24;31;25;26;nan;nan
Calle 4936;31;25;31;26;26;nan;nan
Calle 4937;31;26;31;27;26;nan;nan
Calle 4938;31;27;31;28;26;nan;nan
Calle 4939;31;28;31;29;26;nan;nan
Calle 4940;31;29;31;30;26;nan;nan
Calle 4941;31;30;31;31;26;nan;nan
Calle 4942;31;31;31;32;26;nan;nan
Calle 4943;31;32;31;33;26;nan;nan
Calle 4944;31;33;31;34;26;nan;nan
Calle 4945;31;34;31;35;26;nan;nan
Calle 4946;31;35;31;36;26;nan;nan
Calle 4947;31;36;31;37;26;nan;nan
Calle 4948;31;37;31;38;26;nan;nan
Calle 4949;31;38;31;39;26;nan;nan
Calle 4950;31;39;31;40;26;nan;nan
Calle 4951;31;40;31;41;26;nan;nan
Calle 4952;31;41;31;42;26;nan;nan
Calle 4953;31;42;31;43;26;nan;nan
Calle 4954;31;43;31;44;26;nan;nan
Calle 4955;31;44;31;45;26;nan;nan
Calle 4956;31;45;31;46;26;nan;nan
Calle 4957;31;46;31;47;26;nan;nan
Calle 4958;31;47;31;48;26;nan;nan
Calle 4959;31;48;31;49;26;nan;nan
Calle 4960;31;49;31;50;26;nan;nan
Calle 4961;31;50;31;51;26;nan;nan
Calle 4962;31;51;31;52;26;nan;nan
Calle 4963;31;52;31;53;26;nan;nan
Calle 4964;31;53;31;54;26;nan;nan
Calle 4965;31;54;31;55;26;nan;nan
Calle 4966;31;55;31;56;26;nan;nan
Calle 4967;31;56;31;57;26;nan;nan
Calle 4968;31;57;31;58;26;nan;nan
Calle 4969;31;58;31;59;26;nan;nan
Calle 4970;31;59;31;60;26;nan;nan
Calle 4971;32;0;32;1;26;nan;nan
Calle 4972;32;1;32;2;26;nan;nan
Calle 4973;32;2;32;3;26;nan;nan
Calle 4974;32;3;32;4;26;nan;nan
Calle 4975;32;4;32;5;26;nan;nan
Calle 4976;32;5;32;6;26;nan;nan
Calle 4977;32;6;32;7;26;nan;nan
Calle 4978;32;7;32;8;26;nan;nan
Calle 4979;32;8;32;9;26;nan;nan
Calle 4980;32;9;32;10;26;nan;nan
Calle 4981;32;10;32;11;26;nan;nan
Calle 4982;32;11;32;12;26;nan;nan
Calle 4983;32;12;32;13;26;nan;nan
Calle 4984;32;13;32;14;26;nan;nan
Calle 4985;32;14;32;15;26;nan;nan
Calle 4986;32;15;32;16;26;nan;nan
Calle 4987;32;16;32;17;26;nan;nan
Calle 4988;32;17;32;18;26;nan;nan
Calle 4989;32;18;32;19;26;nan;nan
Calle 4990;32;19;32;20;26;nan;nan
Calle 4991;32;20;32;21;26;nan;nan
Calle 4992;32;21;32;22;26;nan;nan
Calle 4993;32;22;32;23;26;nan;nan
Calle 4994;32;23;32;24;26;nan;nan
Calle 4995;32;24;32;25;26;nan;nan
Calle 4996;32;25;32;26;26;nan;nan
Calle 4997;32;26;32;27;26;nan;nan
Calle 4998;32;27;32;28;26;nan;nan
Calle 4999;32;28;32;29;26;nan;nan
Calle 5000;32;29;32;30;26;nan;nan
Calle 5001;32;30;32;31;26;nan;nan
Calle 5002;32;31;32;32;26;nan;nan
Calle 5003;32;32;32;33;26;nan;nan
Calle 5004;32;33;32;34;26;nan;nan
Calle 5005;32;34;32;35;26;nan;nan
Calle 5006;32;35;32;36;26;nan;nan
Calle 5007;32;36;32;37;26;nan;nan
Calle 5008;32;37;32;38;26;nan;nan
Calle 5009;32;38;32;39;26;nan;nan
Calle 5010;32;39;32;40;26;nan;nan
Calle 5011;32;40;32;41;26;nan;nan
Calle 5012;32;41;32;42;26;nan;nan
Calle 5013;32;42;32;43;26;nan;nan
Calle 5014;32;43;32;44;26;nan;nan
Calle 5015;32;44;32;45;26;nan;nan
Calle 5016;32;45;32;46;26;nan;nan
Calle 5017;32;46;32;47;26;nan;nan
Calle 5018;32;47;32;48;26;nan;nan
Calle 5019;32;48;32;49;26;nan;nan
Calle 5020;32;49;32;50;26;nan;nan
Calle 5021;32;50;32;51;26;nan;nan
Calle 5022;32;51;32;52;26;nan;nan
Calle 5023;32;52;32;53;26;nan;nan
Calle 5024;32;53;32;54;26;nan;nan
Calle 5025;32;54;32;55;26;nan;nan
Calle 5026;32;55;32;56;26;nan;nan
Calle 5027;32;56;32;57;26;nan;nan
Calle 5028;32;57;32;58;26;nan;nan
Calle 5029;32;58;32;59;26;nan;nan
Calle 5030;32;59;32;60;26;nan;nan
Calle 5031;33;0;33;1;26;nan;nan
Calle 5032;33;1;33;2;26;nan;nan
Calle 5033;33;2;33;3;26;nan;nan
Calle 5034;33;3;33;4;26;nan;nan
Calle 5035;33;4;33;5;26;nan;nan
Calle 5036;33;5;33;6;26;nan;nan
Calle 5037;33;6;33;7;26;nan;nan
Calle 5038;33;7;33;8;26;nan;nan
Calle 5039;33;8;33;9;26;nan;nan
Calle 5040;33;9;33;10;26;nan;nan
Calle 5041;33;10;33;11;26;nan;nan
Calle 5042;33;11;33;12;26;nan;nan
Calle 5043;33;12;33;13;26;nan;nan
Calle 5044;33;13;33;14;26;nan;nan
Calle 5045;33;14;33;15;26;nan;nan
Calle 5046;33;15;33;16;26;nan;nan
Calle 5047;33;16;33;17;26;nan;nan
Calle 5048;33;17;33;18;26;nan;nan
Calle 5049;33;18;33;19;26;nan;nan
Calle 5050;33;19;33;20;26;nan;nan
Calle 5051;33;20;33;21;26;nan;nan
Calle 5052;33;21;33;22;26;nan;nan
Calle 5053;33;22;33;23;26;nan;nan
Calle 5054;33;23;33;24;26;nan;nan
Calle 5055;33;24;33;25;26;nan;nan
Calle 5056;33;25;33;26;26;nan;nan
Calle 5057;33;26;33;27;26;nan;nan
Calle 5058;33;27;33;28;26;nan;nan
Calle 5059;33;28;33;29;26;nan;nan
Calle 5060;33;29;33;30;26;nan;nan
Calle 5061;33;30;33;31;26;nan;nan
Calle 5062;33;31;33;32;26;nan;nan
Calle 5063;33;32;33;33;26;nan;nan
Calle 5064;33;33;33;34;26;nan;nan
Calle 5065;33;34;33;35;26;nan;nan
Calle 5066;33;35;33;36;26;nan;nan
Calle 5067;33;36;33;37;26;nan;nan
Calle 5068;33;37;33;38;26;nan;nan
Calle 5069;33;38;33;39;26;nan;nan
Calle 5070;33;39;33;40;26;nan;nan
Calle 5071;33;40;33;41;26;nan;nan
Calle 5072;33;41;33;42;26;nan;nan
Calle 5073;33;42;33;43;26;nan;nan
Calle 5074;33;43;33;44;26;nan;nan
Calle 5075;33;44;33;45;26;nan;nan
Calle 5076;33;45;33;46;26;nan;nan
Calle 5077;33;46;33;47;26;nan;nan
Calle 5078;33;47;33;48;26;nan;nan
Calle 5079;33;48;33;49;26;nan;nan
Calle 5080;33;49;33;50;26;nan;nan
Calle 5081;33;50;33;51;26;nan;nan
Calle 5082;33;51;33;52;26;nan;nan
Calle 5083;33;52;33;53;26;nan;nan
Calle 5084;33;53;33;54;26;nan;nan
Calle 5085;33;54;33;55;26;nan;nan
Calle 5086;33;55;33;56;26;nan;nan
Calle 5087;33;56;33;57;26;nan;nan
Calle 5088;33;57;33;58;26;nan;nan
Calle 5089;33;58;33;59;26;nan;nan
Calle 5090;33;59;33;60;26;nan;nan
Calle 5091;34;0;34;1;26;nan;nan
Calle 5092;34;1;34;2;26;nan;nan
Calle 5093;34;2;34;3;26;nan;nan
Calle 5094;34;3;34;4;26;nan;nan
Calle 5095;34;4;34;5;26;nan;nan
Calle 5096;34;5;34;6;26;nan;nan
Calle 5097;34;6;34;7;26;nan;nan
Calle 5098;34;7;34;8;26;nan;nan
Calle 5099;34;8;34;9;26;nan;nan
Calle 5100;34;9;34;10;26;nan;nan
Calle 5101;34;10;34;11;26;nan;nan
Calle 5102;34;11;34;12;26;nan;nan
Calle 5103;34;12;34;13;26;nan;nan
Calle 5104;34;13;34;14;26;nan;nan
Calle 5105;34;14;34;15;26;nan;nan
Calle 5106;34;15;34;16;26;nan;nan
Calle 5107;34;16;34;17;26;nan;nan
Calle 5108;34;17;34;18;26;nan;nan
Calle 5109;34;18;34;19;26;nan;nan
Calle 5110;34;19;34;20;26;nan;nan
Calle 5111;34;20;34;21;26;nan;nan
Calle 5112;34;21;34;22;26;nan;nan
Calle 5113;34;22;34;23;26;nan;nan
Calle 5114;34;23;34;24;26;nan;nan
Calle 5115;34;24;34;25;26;nan;nan
Calle 5116;34;25;34;26;26;nan;nan
Calle 5117;34;26;34;27;26;nan;nan
Calle 5118;34;27;34;28;26;nan;nan
Calle 5119;34;28;34;29;26;nan;nan
Calle 5120;34;29;34;30;26;nan;nan
Calle 5121;34;30;34;31;26;nan;nan
Calle 5122;34;31;34;32;26;nan;nan
Calle 5123;34;32;34;33;26;nan;nan
Calle 5124;34;33;34;34;26;nan;nan
Calle 5125;34;34;34;35;26;nan;nan
Calle 5126;34;35;34;36;26;nan;nan
Calle 5127;34;36;34;37;26;nan;nan
Calle 5128;34;37;34;38;26;nan;nan
Calle 5129;34;38;34;39;26;nan;nan
Calle 5130;34;39;34;40;26;nan;nan
Calle 5131;34;40;34;41;26;nan;nan
Calle 5132;34;41;34;42;26;nan;nan
Calle 5133;34;42;34;43;26;nan;nan
Calle 5134;34;43;34;44;26;nan;nan
Calle 5135;34;44;34;45;26;nan;nan
Calle 5136;34;45;34;46;26;nan;nan
Calle 5137;34;46;34;47;26;nan;nan
Calle 5138;34;47;34;48;26;nan;nan
Calle 5139;34;48;34;49;26;nan;nan
Calle 5140;34;49;34;50;26;nan;nan
Calle 5141;34;50;34;51;26;nan;nan
Calle 5142;34;51;34;52;26;nan;nan
Calle 5143;34;52;34;53;26;nan;nan
Calle 5144;34;53;34;54;26;nan;nan
Calle 5145;34;54;34;55;26;nan;nan
Calle 5146;34;55;34;56;26;nan;nan
Calle 5147;34;56;34;57;26;nan;nan
Calle 5148;34;57;34;58;26;nan;nan
Calle 5149;34;58;34;59;26;nan;nan
Calle 5150;34;59;34;60;26;nan;nan
Calle 5151;35;0;35;1;26;nan;nan
Calle 5152;35;1;35;2;26;nan;nan
Calle 5153;35;2;35;3;26;nan;nan
Calle 5154;35;3;35;4;26;nan;nan
Calle 5155;35;4;35;5;26;nan;nan
Calle 5156;35;5;35;6;26;nan;nan
Calle 5157;35;6;35;7;26;nan;nan
Calle 5158;35;7;35;8;26;nan;nan
Calle 5159;35;8;35;9;26;nan;nan
Calle 5160;35;9;35;10;26;nan;nan
Calle 5161;35;10;35;11;26;nan;nan
Calle 5162;35;11;35;12;26;nan;nan
Calle 5163;35;12;35;13;26;nan;nan
Calle 5164;35;13;35;14;26;nan;nan
Calle 5165;35;14;35;15;26;nan;nan
Calle 5166;35;15;35;16;26;nan;nan
Calle 5167;35;16;35;17;26;nan;nan
Calle 5168;35;17;35;18;26;nan;nan
Calle 5169;35;18;35;19;26;nan;nan
Calle 5170;35;19;35;20;26;nan;nan
Calle 5171;35;20;35;21;26;nan;nan
Calle 5172;35;21;35;22;26;nan;nan
Calle 5173;35;22;35;23;26;nan;nan
Calle 5174;35;23;35;24;26;nan;nan
Calle 5175;35;24;35;25;26;nan;nan
Calle 5176;35;25;35;26;26;nan;nan
Calle 5177;35;26;35;27;26;nan;nan
Calle 5178;35;27;35;28;26;nan;nan
Calle 5179;35;28;35;29;26;nan;nan
Calle 5180;35;29;35;30;26;nan;nan
Calle 5181;35;30;35;31;26;nan;nan
Calle 5182;35;31;35;32;26;nan;nan
Calle 5183;35;32;35;33;26;nan;nan
Calle 5184;35;33;35;34;26;nan;nan
Calle 5185;35;34;35;35;26;nan;nan
Calle 5186;35;35;35;36;26;nan;nan
Calle 5187;35;36;35;37;26;nan;nan
Calle 5188;35;37;35;38;26;nan;nan
Calle 5189;35;38;35;39;26;nan;nan
Calle 5190;35;39;35;40;26;nan;nan
Calle 5191;35;40;35;41;26;nan;nan
Calle 5192;35;41;35;42;26;nan;nan
Calle 5193;35;42;35;43;26;nan;nan
Calle 5194;35;43;35;44;26;nan;nan
Calle 5195;35;44;35;45;26;nan;nan
Calle 5196;35;45;35;46;26;nan;nan
Calle 5197;35;46;35;47;26;nan;nan
Calle 5198;35;47;35;48;26;nan;nan
Calle 5199;35;48;35;49;26;nan;nan
Calle 5200;35;49;35;50;26;nan;nan
