Día;Calle;Verdulería;Carnicería;Frutería;Pescadería;Huevería;Abarrotes;Florería;Ropa;Mascotería;Bazar
5;Calle 5253;22709;22764;24092;10697;5312;32466;4241;8980;11788;5058
5;Calle 5254;19677;22922;20891;10289;4628;26006;4171;9941;11108;5003
5;Calle 5255;20850;25937;23086;13263;4635;27441;3972;7739;11168;5160
5;Calle 5256;18588;22120;23921;11201;5498;29769;3924;10090;12688;5182
5;Calle 5257;16903;25580;19874;11268;5836;28541;4246;8314;11095;4950
5;Calle 5258;21000;25067;21642;11394;5005;26129;4405;9447;10759;5439
5;Calle 5259;22598;25967;20964;13058;5071;26661;3948;9768;10820;5254
5;Calle 5260;18265;18450;21488;12941;4980;32813;4294;9111;10103;4667
5;Calle 5261;20396;24305;18906;12110;4758;27429;3871;9488;11747;4873
5;Calle 5262;22774;24913;20662;11303;5603;27621;3889;9740;11637;4797
5;Calle 5263;22209;22499;20568;12284;5172;29255;4313;7429;10441;5570
5;Calle 5264;20507;24482;18504;11148;5612;29335;3930;9187;10950;4900
5;Calle 5265;21168;23975;21002;11261;5842;32877;4108;10561;9800;4805
5;Calle 5266;19954;24534;20539;10576;5667;24843;4093;8589;12964;5723
5;Calle 5267;21133;21892;19960;11237;5380;29527;3607;9613;11097;4531
5;Calle 5268;20859;24307;18499;9685;5423;28543;4143;9062;12196;5292
5;Calle 5269;21440;24306;20261;11176;5236;26071;4366;10216;11432;5397
5;Calle 5270;21883;25949;21525;10922;5134;28311;4105;9182;10248;5338
5;Calle 5271;20552;23147;16576;11621;4981;31491;3882;9337;10738;4831
5;Calle 5272;21659;21065;13968;12311;5440;29758;3859;11173;11066;4751
5;Calle 5273;20065;25762;19005;11507;5329;29767;4252;9922;10620;4671
5;Calle 5274;20210;25754;19415;10636;5420;30142;3796;9287;11903;4966
5;Calle 5275;22525;24079;22687;11127;5782;28115;4367;9946;12350;5525
5;Calle 5276;23540;22548;18282;11801;4839;28701;3894;9729;10823;5138
5;Calle 5277;19437;20522;17632;12780;4789;22017;4525;8799;10575;5157
5;Calle 5278;20944;22206;21169;11336;5084;29589;4249;8041;11997;5065
5;Calle 5279;19567;24027;18509;13715;5217;30319;3715;8922;10976;4821
5;Calle 5280;20963;25685;20322;11065;5311;29528;4222;9417;11546;4728
5;Calle 5281;21895;23523;21093;11507;5241;28642;4029;10803;11586;5218
5;Calle 5282;13852;25514;18654;10611;5537;30602;4044;9927;12351;5224
5;Calle 5283;21894;23557;21155;10769;4788;27666;3912;9168;10832;4900
5;Calle 5284;20292;22987;18614;11313;5186;28344;4070;9332;12220;4522
5;Calle 5285;21558;21832;20088;11389;5390;30039;3809;8745;12112;4266
5;Calle 5286;23110;24305;20222;10777;5570;24670;3545;9974;10677;4124
5;Calle 5287;22891;24690;19170;9342;4835;26847;4143;10175;10949;5111
5;Calle 5288;21044;24770;20857;11081;5107;27285;4185;9621;12493;4889
5;Calle 5289;21337;23477;17659;11241;5151;29616;4074;8247;11364;4547
5;Calle 5290;21833;24266;19889;10503;4811;23287;4010;9617;11332;4853
5;Calle 5291;22731;24013;18768;11408;5364;30416;4148;8796;11042;5043
5;Calle 5292;21706;24293;20526;11947;5770;27721;3636;9787;10887;4984
5;Calle 5293;18098;22926;20129;11867;5413;25531;4184;10412;10356;5193
5;Calle 5294;20354;22839;21001;10365;5303;22816;4312;8051;11787;5266
5;Calle 5295;21522;24009;20548;12854;5333;29993;3738;9182;11651;5239
5;Calle 5296;13735;22290;19203;11615;6703;26967;4254;8859;11736;5306
5;Calle 5297;22498;18427;19956;11527;5600;30306;3561;10072;11324;6131
5;Calle 5298;24078;24272;21170;10112;5154;30652;4637;9145;10178;4955
5;Calle 5299;21229;23051;19748;10103;5213;28850;3827;9460;11169;4404
5;Calle 5300;20110;22106;20182;10206;5147;24901;3915;14370;11099;4633
5;Calle 5301;21529;22806;21430;9230;4091;28282;4086;9914;11264;4625
5;Calle 5302;20218;31188;19883;11035;5152;30197;4131;9079;10605;5198
5;Calle 5303;20974;23104;19431;11467;6286;30746;3755;8936;10949;5495
5;Calle 5304;21451;23687;17789;12426;5424;25588;3698;9123;11250;5401
5;Calle 5305;20027;24791;17510;11834;5001;20099;4252;9752;12625;5478
5;Calle 5306;20009;22884;19787;11619;5600;28340;4033;9237;11787;4551
5;Calle 5307;21177;24458;18220;11985;5447;27553;3723;8603;12251;5626
5;Calle 5308;23640;23186;19456;12198;5219;30724;3948;9433;9735;4551
5;Calle 5309;21078;23210;20055;12346;4997;25414;4271;9634;12157;4907
5;Calle 5310;20805;24459;18481;12665;5342;28035;3984;9846;11835;4480
5;Calle 5311;21008;23055;19947;11518;4889;27174;4028;10836;12407;4584
5;Calle 5312;17603;23799;22087;12887;5280;21274;4081;9820;10275;5559
5;Calle 5313;21984;23970;18796;11807;5321;30081;2559;7973;11990;5082
5;Calle 5314;21249;23897;18957;11767;4909;27745;4064;9232;11386;5136
5;Calle 5315;19924;23901;21270;12058;5541;31349;3809;10056;10664;5227
5;Calle 5316;17348;25309;23235;11746;5081;24604;3947;6991;12521;5449
5;Calle 5317;20889;24235;20649;11890;5033;26024;4294;9564;11034;4939
5;Calle 5318;20232;22114;17907;10365;4371;29620;4683;9074;11311;6099
5;Calle 5319;19778;26164;20874;10681;5111;32074;3565;9528;13099;5368
5;Calle 5320;20816;22830;20542;13305;5319;25102;3561;9921;10685;5658
5;Calle 5321;20122;23469;19229;11873;5158;29843;3657;9168;8664;4973
5;Calle 5322;19516;22929;19735;11898;4329;30970;3979;9450;10665;5003
5;Calle 5323;22293;26738;18648;10810;5912;27694;4038;10041;11993;5094
5;Calle 5324;18358;21763;16371;10764;5401;28900;3801;10760;12023;5181
5;Calle 5325;19950;24026;19861;11433;5716;29246;4108;8789;11620;5356
5;Calle 5326;20777;25949;20058;12583;4818;27604;4271;9588;11666;4998
5;Calle 5327;17086;24058;19210;10421;4693;26711;4043;9430;11242;5216
5;Calle 5328;20482;23854;21093;11681;5197;26272;4076;10237;12393;4815
5;Calle 5329;19773;24242;20849;11351;4969;28322;3258;10156;12317;5385
5;Calle 5330;15678;25858;18841;12216;5120;27663;4190;9596;12460;5832
5;Calle 5331;23383;23737;19494;11575;4411;30035;3315;10133;10268;5066
5;Calle 5332;22547;27486;21963;10669;4734;30450;4292;11456;11429;5000
5;Calle 5333;18980;24662;19163;10454;5405;27637;4098;9249;11400;5084
5;Calle 5334;19697;26275;19765;12609;6395;22860;4170;10021;10121;5083
5;Calle 5335;19472;23852;19054;11330;4822;23213;3743;9640;11175;5402
5;Calle 5336;22737;23653;19173;11150;5052;30789;4132;11028;10702;5286
5;Calle 5337;21450;24579;19986;11346;5862;28571;4404;9526;8708;5005
5;Calle 5338;20808;26094;20967;11723;5037;28998;4046;9856;10818;5288
5;Calle 5339;21284;25245;20149;12553;5261;33595;4211;10586;10967;4523
5;Calle 5340;20557;25964;19958;11687;5289;25734;4192;8697;13109;5355
5;Calle 5341;19523;23535;20694;10740;5125;31307;3600;11061;10837;5496
5;Calle 5342;20261;23944;19830;12103;4942;27637;4173;9420;12074;5220
5;Calle 5343;22430;24998;19966;11162;5220;27499;4457;9695;12179;5222
5;Calle 5344;19289;25033;18486;14410;5006;30851;4093;9582;10641;5119
5;Calle 5345;22485;22076;20824;10761;5281;25364;4220;9268;10718;5313
5;Calle 5346;21043;22989;16966;12192;6266;30579;3904;9655;11262;5292
5;Calle 5347;19537;22667;20383;10888;5320;33582;3769;10331;11198;5057
5;Calle 5348;19366;24777;22341;11515;5298;27956;3999;8920;10896;5363
5;Calle 5349;21733;20167;19139;11211;5083;29747;3884;9529;10495;5059
5;Calle 5350;19867;23155;19610;9515;5700;30914;3568;8221;11660;5438
5;Calle 5351;24691;23288;20314;10601;5197;28960;4013;9351;10211;5040
5;Calle 5352;20942;25502;20129;13068;5493;28645;3624;8898;10539;5297
5;Calle 5353;21549;22153;20031;11921;5527;27900;4139;9358;11879;5506
5;Calle 5354;20870;26270;19777;10857;4507;28438;4144;8779;11797;5359
5;Calle 5355;21391;23114;18604;12646;5260;28882;4370;8466;11450;4874
5;Calle 5356;20298;21137;20000;10948;5183;30067;4311;10534;11575;5470
5;Calle 5357;19830;22388;19970;11919;4850;29670;3611;9642;11038;5251
5;Calle 5358;20441;22554;19296;11554;4279;28864;3684;8558;10469;4528
5;Calle 5359;22135;22544;18102;12961;5272;30323;4070;9210;13089;5263
5;Calle 5360;20795;25035;18882;12271;4933;29277;3512;9834;12132;5366
5;Calle 5361;22725;26077;20475;11639;4718;30120;3932;9210;9565;4800
5;Calle 5362;21422;23218;20227;12600;4849;30021;3942;10243;10787;5297
5;Calle 5363;20014;25386;20601;11423;4949;29605;4232;10804;12310;4272
5;Calle 5364;24052;19259;19781;14245;5591;27509;3146;9512;11013;4780
5;Calle 5365;22427;25770;18710;10687;5293;27826;3964;9254;12432;5508
5;Calle 5366;22506;24562;17235;12193;4916;30664;4298;9829;10945;5381
5;Calle 5367;23319;28801;19976;11606;4118;29594;4104;9058;11723;5065
5;Calle 5368;22106;23675;17937;11908;4599;28194;4140;9737;10749;4994
5;Calle 5369;18804;22962;19444;9672;5524;30588;4158;9523;11571;5010
5;Calle 5370;19529;24217;20688;12281;5443;29796;3347;9723;10825;4758
5;Calle 5371;18620;24688;22230;11868;5114;27652;4367;9484;13182;5001
5;Calle 5372;18192;20152;19828;11072;5609;28605;4737;10029;11516;5179
5;Calle 5373;20201;24052;17999;10070;4893;30017;4044;9304;11294;5249
5;Calle 5374;20898;23877;19386;11037;5437;28005;3829;9414;11789;5146
5;Calle 5375;16160;28446;18666;11874;4707;29830;4188;10089;12047;5368
5;Calle 5376;21428;23328;19751;11184;5563;28089;4291;10965;12158;5360
5;Calle 5377;22126;23987;19072;11784;5263;29792;4273;9539;11207;5063
5;Calle 5378;20902;23761;20898;12838;5174;28949;3571;9240;10883;4381
5;Calle 5379;21698;25025;20666;11880;5973;30015;3767;8885;10787;5231
5;Calle 5380;21055;25012;18872;11456;5402;25889;4026;9327;11415;5571
5;Calle 5381;22258;24484;22829;12134;4890;27991;3584;9348;11900;4053
5;Calle 5382;19597;23464;20760;12448;5138;31407;3916;9401;12293;4477
5;Calle 5383;18981;24805;19698;11133;5096;29908;3943;9221;11950;5205
5;Calle 5384;22021;21695;21698;11639;5363;27360;3942;9657;11300;5570
5;Calle 5385;22544;23792;17684;12237;4940;27268;3759;9062;10905;5092
5;Calle 5386;19859;22818;19870;11181;5272;31349;4202;9077;11446;5034
5;Calle 5387;19423;23422;16472;10973;5202;34328;3138;8732;11346;4920
5;Calle 5388;24910;25489;20737;10734;6724;27801;3947;9715;10553;5361
5;Calle 5389;21823;23952;19855;11328;4919;25798;4048;9602;11282;5282
5;Calle 5390;19771;25597;20140;12405;4923;29852;4264;9390;10901;5243
5;Calle 5391;21375;23056;21782;13887;5341;27507;3818;8704;10588;5236
5;Calle 5392;19553;24839;21590;11053;5655;29103;4178;9261;10910;4248
5;Calle 5393;21798;26653;20654;11609;5115;22083;4083;9326;11448;4833
5;Calle 5394;19813;26043;19511;10961;4930;28268;3876;10117;11158;4278
5;Calle 5395;22565;27839;20167;12509;5946;29498;4200;9316;11996;5467
5;Calle 5396;19524;21015;19677;11572;4957;28068;3550;8974;11638;4853
5;Calle 5397;18529;24427;19548;11645;4551;29270;4857;9587;10976;5435
5;Calle 5398;22954;24902;18525;12460;5329;30989;3959;11743;10770;5246
5;Calle 5399;21531;31582;20079;10857;5295;30494;4247;10056;11635;4997
5;Calle 5400;20757;21221;19861;11260;3760;19132;4086;10231;10998;4963
5;Calle 5401;20895;24217;19456;11741;4959;29070;4220;10122;11700;4904
5;Calle 5402;21976;23360;16560;10592;5052;31355;4270;9575;10907;5021
5;Calle 5403;20315;26699;19781;12622;5851;29671;3991;9636;10537;4835
5;Calle 5404;18981;23631;18299;12089;5015;32348;4224;9060;10517;4998
5;Calle 5405;23199;25227;19299;11424;5421;26348;3821;9365;10276;4941
5;Calle 5406;21061;25409;18374;11955;7592;30027;4003;8658;10669;5524
5;Calle 5407;21000;26729;20567;11164;5642;27793;3197;9725;11743;4905
5;Calle 5408;21510;26569;21717;13264;5517;29065;3595;10581;9930;4569
5;Calle 5409;21787;21445;21039;11265;5146;29071;4092;9509;13519;5512
5;Calle 5410;22977;24199;17820;11543;5270;22885;4039;8852;11899;5337
5;Calle 5411;21388;32796;20362;11395;5150;29729;3985;9591;11364;5125
5;Calle 5412;21561;22897;19417;10491;5363;28829;4064;9754;11339;5705
5;Calle 5413;21989;23969;19218;11544;5558;29619;4182;9369;10909;5848
5;Calle 5414;20726;23435;20067;12038;5153;28043;4151;9619;11289;4853
5;Calle 5415;23430;22859;19158;10148;5015;29002;3840;9410;10244;5180
5;Calle 5416;18306;23433;19126;10705;5072;28400;3989;9932;12047;5613
5;Calle 5417;20587;24563;19295;12302;5359;27167;3657;9484;11113;4507
5;Calle 5418;21287;22811;20483;10805;4793;29761;4351;9438;10263;5055
5;Calle 5419;19245;20415;18845;12307;4344;28292;4134;8575;10586;5144
5;Calle 5420;21165;20998;19463;10637;4834;31229;3910;9577;11681;6032
5;Calle 5421;20670;22285;19601;12591;4526;29549;3938;10276;10898;5303
5;Calle 5422;20700;25928;20526;10621;4626;27502;4391;8330;11278;5444
5;Calle 5423;19924;25095;20073;11011;4525;28317;3958;10467;11201;5027
5;Calle 5424;19640;24751;20101;11875;4504;28986;3672;9833;10329;4967
5;Calle 5425;20549;24150;24535;11000;5022;28628;4058;9339;11841;4871
5;Calle 5426;22136;25378;19945;10750;5245;31198;3971;9308;10430;5404
5;Calle 5427;22622;25780;18954;11977;5094;29057;4419;8738;11276;4794
5;Calle 5428;20844;20923;18826;12674;5202;28245;3458;9579;10055;4518
5;Calle 5429;21068;31109;21522;10859;4690;25660;3915;9085;11623;5319
5;Calle 5430;21376;25126;19581;12191;5033;25994;3820;9604;8623;5100
5;Calle 5431;19745;25539;17892;12479;5518;31026;3823;9807;8791;5306
5;Calle 5432;21555;22108;20817;11416;5454;26226;3740;10190;11688;4806
5;Calle 5433;21153;25753;19666;11579;6063;29819;3149;9445;10788;5370
5;Calle 5434;21742;23697;19541;11989;5206;28764;3718;10816;10095;4227
5;Calle 5435;23055;24033;19135;11666;5011;26600;3791;9770;11003;6310
5;Calle 5436;22835;22942;19855;10529;4870;26078;3422;10873;11821;5227
5;Calle 5437;24218;21719;22664;11686;5350;31078;3743;8902;11084;4467
5;Calle 5438;22978;25329;17937;11281;4890;26841;3900;10191;11553;5152
5;Calle 5439;23878;25108;23134;10238;4736;30967;4192;8428;11489;5028
5;Calle 5440;19786;24837;20373;11738;4633;28291;4009;8497;10947;5033
5;Calle 5441;21760;19448;21609;10415;4950;27792;3622;10570;10482;4559
5;Calle 5442;19927;23212;22493;12659;5242;27795;3925;8988;9533;5138
5;Calle 5443;19663;26534;16286;10555;4610;30433;4736;8832;11642;4848
5;Calle 5444;22091;25421;20311;11555;4985;29533;4074;9674;12770;4747
5;Calle 5445;20375;26589;18768;12492;5176;28098;4206;7922;10327;6119
5;Calle 5446;20289;25478;19488;11534;5267;27057;3805;12083;11056;5452
5;Calle 5447;20386;23394;15340;13405;4577;31329;3697;9337;9930;6036
5;Calle 5448;20066;25145;19836;10846;5441;29802;3892;8757;11473;5034
5;Calle 5449;19794;24020;21559;10730;3461;32544;3993;9253;10928;5029
5;Calle 5450;20063;25103;22410;11485;5475;28677;4024;7996;10283;4977
5;Calle 5451;20740;22433;20471;11948;5247;27743;3886;9566;11774;5754
5;Calle 5452;16777;24835;19798;11267;4948;33661;4379;9340;12556;5342
5;Calle 5453;22569;23345;21575;11034;5552;29655;3677;7482;12595;4875
5;Calle 5454;20333;24418;20353;10979;5175;30063;4119;9430;10706;4924
5;Calle 5455;22907;24278;20013;10895;5154;27181;4074;8777;11147;4781
5;Calle 5456;19598;23973;19079;12139;5722;27478;4253;8245;10472;5024
5;Calle 5457;23603;21327;19955;10802;5119;28991;4020;8560;11042;5599
5;Calle 5458;20600;24085;18754;11463;5162;29145;3159;10647;11629;5470
5;Calle 5459;16464;22903;19361;12779;5158;31874;4179;9266;10913;5604
5;Calle 5460;21645;25421;20269;11643;5187;26891;4690;10290;10957;5160
5;Calle 5461;21646;23898;18834;12080;5289;32578;3878;9174;11021;4468
5;Calle 5462;21940;23699;21160;11630;5149;28089;4106;9287;11620;5819
5;Calle 5463;20453;25910;18614;11921;5399;29143;3955;9504;11612;5039
5;Calle 5464;20815;24044;17810;11011;5169;30599;8082;10006;11359;4955
5;Calle 5465;22721;23401;20192;11188;4930;23537;3807;9587;12834;5399
5;Calle 5466;20314;24814;19697;11649;4740;26484;3875;9513;10116;5481
5;Calle 5467;19662;23845;19493;10599;5233;29650;4487;8639;12868;5059
5;Calle 5468;25830;24276;21168;10980;5256;27067;4084;10270;10578;4634
5;Calle 5469;21126;24345;18818;12436;5212;28364;4095;8070;10296;5551
5;Calle 5470;22407;22990;19139;11541;5502;30326;4478;10222;12382;5382
5;Calle 5471;22788;27123;22877;11477;4960;31565;3786;9428;10970;3078
5;Calle 5472;21042;21050;20378;11466;4897;28913;4005;9954;12927;4472
5;Calle 5473;20581;23483;20053;11155;5369;29052;3697;9527;12322;4790
5;Calle 5474;19999;23113;17287;11021;4633;27339;4062;9083;11174;5713
5;Calle 5475;21055;23823;19410;11010;5125;30431;3855;10843;10604;5472
5;Calle 5476;20887;24376;20867;10805;5606;27731;3834;10352;12542;5340
5;Calle 5477;19541;18895;27938;12134;5225;22845;4141;11018;12146;6787
5;Calle 5478;21958;23717;18410;9801;5048;29885;4020;10831;12017;4957
5;Calle 5479;19865;25824;19907;10212;6184;32804;4309;10104;9951;5464
5;Calle 5480;21882;23013;19502;11287;5180;27541;3880;9815;11241;5676
5;Calle 5481;22591;23576;20286;11585;4938;28343;4406;10487;12126;4797
5;Calle 5482;22418;24512;17247;10868;5139;30117;4035;9654;10436;5231
5;Calle 5483;20254;23167;20027;10523;4411;27034;3829;9714;11555;3987
5;Calle 5484;20488;23147;20379;11640;5081;25831;4334;9256;11360;4467
5;Calle 5485;19638;24212;20130;11960;4964;29184;3927;9291;13832;4912
5;Calle 5486;20626;21631;20377;11425;5598;29199;3623;8913;12102;5243
5;Calle 5487;21441;25637;19291;11102;4844;34895;3821;9429;12467;5389
5;Calle 5488;20454;23952;21281;10624;5330;31653;3905;9611;11556;4912
5;Calle 5489;19084;24511;20206;11788;4764;29598;4600;9611;11015;4817
5;Calle 5490;21063;24706;16418;11384;5118;28332;3795;9604;12211;6071
5;Calle 5491;19574;23413;19295;9705;3948;30165;3780;10697;11942;5398
5;Calle 5492;21439;20327;19417;11765;4717;26254;3917;9150;13280;5253
5;Calle 5493;22475;24172;20014;11722;6357;30279;3892;10137;10869;4725
5;Calle 5494;21652;25756;21427;11195;5492;30839;4164;9774;7894;3250
5;Calle 5495;22239;20925;17881;10941;4851;37356;4220;9259;17596;5062
5;Calle 5496;19694;25425;18264;10880;5200;26382;4086;9029;11644;5488
5;Calle 5497;20488;22982;19628;12022;4184;30934;4044;9456;11229;5217
5;Calle 5498;21110;26076;18130;10290;5063;26332;3792;9867;10883;5095
5;Calle 5499;20867;25163;20475;12473;5494;33201;4058;10041;11795;5093
5;Calle 5500;22510;28363;18043;12068;5060;27229;3827;8670;11588;5149
5;Calle 5501;19013;26386;19146;11428;4986;29635;4483;9455;10918;4457
5;Calle 5502;25417;22551;19196;11330;5220;29229;3804;9971;12440;5163
5;Calle 5503;20935;22539;20665;11974;5238;28307;4304;9457;11844;5719
5;Calle 5504;21424;24268;18677;12306;5370;28173;4092;7835;10572;5518
5;Calle 5505;19945;22788;21360;13507;5032;31560;4096;10964;12837;5097
5;Calle 5506;20585;23680;19057;11384;4719;29336;3923;10720;12523;5570
5;Calle 5507;21315;23031;18860;12446;4806;25170;3912;9365;12240;5031
5;Calle 5508;22502;23407;19919;11535;5555;29840;3545;9830;11386;4057
5;Calle 5509;20741;24319;18912;11545;4899;27605;4101;10120;11232;5658
5;Calle 5510;19415;22422;18617;11792;4901;27968;4339;10320;11453;5372
5;Calle 5511;21996;22732;21991;12796;4548;29034;3810;9259;9611;4603
5;Calle 5512;21384;22183;19461;11793;6352;27417;3866;9477;11191;5237
5;Calle 5513;20636;21826;20531;12454;4731;28876;3860;10372;11677;5107
5;Calle 5514;23875;23747;17925;13534;4519;28333;3821;9398;11321;5520
5;Calle 5515;20587;28178;16516;13622;6277;29940;4065;9753;11143;4843
5;Calle 5516;21033;22362;18616;11670;4808;26075;3230;10237;12416;4515
5;Calle 5517;22828;23704;18961;14168;5484;27434;3827;9983;10657;4565
5;Calle 5518;20064;23172;22024;12568;4967;28587;4011;10269;11792;5335
5;Calle 5519;22312;22709;17754;10815;5277;27782;3764;9898;10773;5066
5;Calle 5520;22264;23103;18877;11565;5245;33448;3729;7900;10669;5038
5;Calle 5521;19837;25700;21134;11122;5045;30645;4327;10766;12409;4482
5;Calle 5522;20478;26417;17713;10969;5668;27451;4107;8721;10346;4965
5;Calle 5523;21595;23898;18941;12659;4889;27154;4068;9742;10203;4866
5;Calle 5524;21618;23886;20262;12291;4874;30139;4144;10180;10761;5145
5;Calle 5525;17364;24349;20368;12229;5165;29137;4556;10346;10415;5545
5;Calle 5526;19545;25323;19841;12215;5137;29665;4187;9155;10626;4627
5;Calle 5527;23591;25110;19393;12101;5114;29065;3851;8915;11243;5033
5;Calle 5528;21330;23851;19289;11767;5298;29077;3397;8838;11287;5782
5;Calle 5529;19947;28979;24957;11841;4882;29400;4550;10152;11781;4706
5;Calle 5530;19855;25954;20323;12211;5589;28994;3880;9685;12081;5431
5;Calle 5531;21268;25796;18986;11426;5721;30033;3732;9194;9771;4454
5;Calle 5532;18405;24586;19903;9954;6268;30396;4315;9152;11198;4767
5;Calle 5533;21775;27672;21925;12865;5090;27647;4138;10344;12610;5045
5;Calle 5534;19509;22439;20946;12088;5252;33238;4101;9787;10626;4678
5;Calle 5535;19950;27921;17783;11336;4769;28504;3923;9628;10307;4988
5;Calle 5536;24071;25657;19436;11528;5005;25248;3932;8196;11150;5372
5;Calle 5537;22235;23690;20221;12740;4446;31005;3985;10088;11790;4771
5;Calle 5538;19030;26480;18076;11176;5302;29679;3974;10155;15183;5017
5;Calle 5539;22971;25881;20358;10691;5684;28120;3796;9479;12170;5251
5;Calle 5540;19944;24428;22560;11933;4584;24530;3963;9761;12192;5424
5;Calle 5541;21283;23401;19190;11528;5133;27573;3737;10093;10724;5142
5;Calle 5542;20630;24077;16940;12110;5153;28357;4009;10196;11261;5426
5;Calle 5543;20071;31321;21052;14386;5220;28420;3840;9549;11261;5467
5;Calle 5544;23188;26834;20087;11217;4841;31441;4059;9899;11394;5702
5;Calle 5545;19618;26713;20982;11180;5136;31267;3883;10059;10829;5027
5;Calle 5546;20549;27851;17458;11184;5040;28338;4023;9804;11124;5066
5;Calle 5547;22481;25000;18617;11667;5634;28025;4130;9823;10271;5080
5;Calle 5548;20351;24344;20785;10108;5462;28587;3675;8449;9592;4962
5;Calle 5549;18445;25242;19331;11689;4996;28772;3940;9233;11554;5066
5;Calle 5550;21876;23387;20285;11552;4793;27719;3837;9597;10770;4357
5;Calle 5551;20209;23273;20034;11037;4357;29242;3420;8716;11749;4977
5;Calle 5552;21740;25427;20194;11527;4637;32989;4029;8409;11681;4768
5;Calle 5553;19746;25922;19188;11897;5145;27103;5615;10716;11808;5252
5;Calle 5554;22756;23172;19914;9485;5277;26754;3715;9356;11261;5962
5;Calle 5555;21928;24289;19529;11981;5249;30137;4019;8786;10208;5201
5;Calle 5556;18851;22363;20780;11693;4797;28421;4069;9566;11006;5617
5;Calle 5557;20786;24584;21253;12505;5725;31345;4006;9760;12502;4923
5;Calle 5558;22215;24306;21707;11313;5027;26193;3988;10070;11138;4980
5;Calle 5559;21840;22823;19593;10127;5059;27024;3876;9111;10248;5160
5;Calle 5560;21578;21691;18722;12169;5174;27155;4344;10470;10536;4969
5;Calle 5561;20723;25250;21108;11112;4875;25203;3983;10254;11168;5278
5;Calle 5562;19643;24091;20996;11047;4413;29131;4636;9355;11412;5003
5;Calle 5563;22505;23776;21006;11767;5553;30642;3650;7318;11387;5071
5;Calle 5564;21398;25241;20004;11187;5240;27196;4001;8559;11078;5374
5;Calle 5565;19577;25114;20819;11531;5845;26835;3950;10365;11632;5521
5;Calle 5566;21639;26254;19472;11997;5551;29224;4214;9485;10379;5139
5;Calle 5567;21125;23488;20668;11104;4908;26056;3953;9315;11981;5350
5;Calle 5568;22064;24994;18955;11566;5635;29433;3998;8952;11192;4686
5;Calle 5569;20588;24129;18532;11445;6079;26346;3909;9343;11643;5345
5;Calle 5570;21228;23024;20813;11905;4949;31561;4114;9909;10651;4482
5;Calle 5571;20311;24225;19786;11678;4711;33552;3872;9357;11104;5754
5;Calle 5572;21567;25689;20645;12138;5114;29838;3889;9905;11221;5250
5;Calle 5573;20653;24832;18816;11322;5385;27989;4045;10265;11289;5016
5;Calle 5574;18738;24115;19696;11863;5854;28032;4655;9063;11926;4896
5;Calle 5575;20984;25912;18427;11177;5121;28884;3936;9576;9937;5144
5;Calle 5576;19805;23497;19611;10310;5067;33721;4528;9772;10934;5001
5;Calle 5577;18690;21460;18583;10702;4574;28522;4442;9200;10911;4999
5;Calle 5578;19807;26108;20953;12792;5047;28100;3828;9168;11725;5548
5;Calle 5579;18623;25313;19046;9794;5304;29003;4567;9981;10338;5395
5;Calle 5580;21352;25139;19730;11627;5334;28793;4446;8189;11224;5426
5;Calle 5581;23224;25612;20562;13386;5390;27768;3713;10651;11763;5455
5;Calle 5582;19893;24112;20424;11752;4778;21140;3933;9376;10899;5090
5;Calle 5583;19730;23401;18606;10784;5388;26273;3994;10181;11212;4982
5;Calle 5584;21230;25787;18829;11131;6782;30662;4348;10160;11176;4926
5;Calle 5585;21213;22594;20300;11442;5890;27612;4124;9303;11238;5208
5;Calle 5586;20892;26060;18630;11646;5486;29860;4291;8902;11585;4577
5;Calle 5587;19718;23818;20050;11087;5249;29156;3999;9583;11148;4643
5;Calle 5588;23768;31574;19741;11660;4894;31709;3749;8556;10695;4526
5;Calle 5589;20489;23860;21417;11631;5168;27905;3942;10215;11447;4906
5;Calle 5590;20362;26783;18348;11608;5623;27455;3604;9314;10126;5650
5;Calle 5591;20148;23915;20946;9567;5166;28857;3818;8922;14573;5352
5;Calle 5592;22303;24868;19058;9518;5718;30262;3131;12362;11879;5054
5;Calle 5593;18898;24881;20354;11728;4761;26496;2686;9645;10095;5720
5;Calle 5594;19162;23668;21317;11191;5576;27781;4040;9287;9994;5198
5;Calle 5595;16856;21045;19635;12114;5784;30813;4448;9809;11492;4902
5;Calle 5596;24247;24736;19899;11171;5517;28819;4212;8938;11330;5602
5;Calle 5597;23406;26410;18723;11921;5802;29369;4424;9206;10123;5241
5;Calle 5598;22427;23840;18456;11347;4838;31135;3704;9396;12102;6049
5;Calle 5599;23500;24264;19285;11275;4497;27533;4137;9235;11467;5586
5;Calle 5600;20550;24859;22126;11728;5448;30808;4041;8681;11017;5446
5;Calle 5601;20961;22462;19511;12144;5083;28363;4339;9843;11288;3229
5;Calle 5602;20434;27598;19907;11561;5414;29576;3671;9690;12239;4452
5;Calle 5603;20819;25723;19679;10389;6619;30104;3826;9642;11502;5256
5;Calle 5604;20245;22697;18005;11587;5550;29654;3993;8266;12573;5050
5;Calle 5605;19354;24522;22259;10406;5016;29050;4921;9247;11275;5409
5;Calle 5606;22780;29650;19066;10862;5316;27331;3985;9718;11456;5344
5;Calle 5607;23153;25499;19267;11770;4984;27962;4780;9302;10956;5075
5;Calle 5608;20826;25714;19119;11424;5324;27254;4074;9076;11612;5134
5;Calle 5609;21816;25709;20394;11172;4965;29287;4182;9705;11113;4982
